t	f1	f2	f3
0.640625	-0.102805375360264	0.526962969243371	-0.526962969243371
0.65625	-0.198533549319981	0.518793165653889	-0.518793165653889
0.671875	-0.283757509364551	0.510750023129011	-0.510750023129011
0.6875	-0.355555618577984	0.502831577970941	-0.502831577970941
0.703125	-0.411607305293069	0.495035896926199	-0.495035896926199
0.71875	-0.450262923718376	0.487361076713619	-0.487361076713619
0.734375	-0.470585920343619	0.479805243559678	-0.479805243559678
0.75	-0.472366552741015	0.472366552741015	-0.472366552741015
0.765625	-0.456107513673673	0.465043188134056	-0.465043188134056
0.78125	-0.42298287224163	0.457833361771614	-0.457833361771614
0.796875	-0.374772716289055	0.450735313406362	-0.450735313406362
0.8125	-0.313776732091621	0.44374731008108	-0.44374731008108
0.828125	-0.242710659723362	0.436867645705557	-0.436867645705557
0.84375	-0.164590093321969	0.430094640640062	-0.430094640640062
0.859375	-0.0826064397985495	0.423426641285263	-0.423426641285263
0.875	-1.78672157287936E-16	0.416862019678508	-0.416862019678508
0.890625	0.0800649068345231	0.41039917309637	-0.41039917309637
0.90625	0.154618083676347	0.404036523663342	-0.404036523663342
0.921875	0.220990570495504	0.397772517966612	-0.397772517966612
0.9375	0.276906994173972	0.391605626676799	-0.391605626676799
0.953125	0.320560091680153	0.385534344174579	-0.385534344174579
0.96875	0.350665117579891	0.37955718818309	-0.37955718818309
0.984375	0.366492683265988	0.373672699406043	-0.373672699406043
1	0.367879441171442	0.367879441171442	-0.367879441171442
1.015625	0.355216888813808	0.362175999080826	-0.362175999080826
1.03125	0.329419392127573	0.356560980663947	-0.356560980663947
1.046875	0.291873284919713	0.35103301503881	-0.35103301503881
1.0625	0.244369564662541	0.345590752576975	-0.345590752576975
1.078125	0.189023251852331	0.340232864574049	-0.340232864574049
1.09375	0.128182893564945	0.334958042925295	-0.334958042925295
1.109375	0.0643339600018512	0.329764999806258	-0.329764999806258
1.125	1.78907163440016E-16	0.32465246735835	-0.32465246735835
1.140625	-0.0623546121392657	0.31961919737931	-0.31961919737931
1.15625	-0.120416684644139	0.314663961018459	-0.314663961018459
1.171875	-0.172107629353295	0.309785548476682	-0.309785548476682
1.1875	-0.215655383900638	0.304982768711059	-0.304982768711059
1.203125	-0.249652450421944	0.300254449144082	-0.300254449144082
1.21875	-0.273098268167046	0.295599435377371	-0.295599435377371
1.234375	-0.285424788717492	0.291016590909832	-0.291016590909832
1.25	-0.28650479686019	0.28650479686019	-0.28650479686019
1.265625	-0.276643191168382	0.282062951693815	-0.282062951693815
1.28125	-0.25655208054786	0.27768997095379	-0.27768997095379
1.296875	-0.227311142853096	0.273384786996142	-0.273384786996142
1.3125	-0.190315208318005	0.269146348729184	-0.269146348729184
1.328125	-0.147211456561299	0.264973621356897	-0.264973621356897
1.34375	-0.0998289378847379	0.260865586126285	-0.260865586126285
1.359375	-0.0501033384275266	0.256821240078655	-0.256821240078655
1.375	-6.19429281815162E-16	0.252839595804746	-0.252839595804746
1.390625	0.0485618207621742	0.248919681203661	-0.248919681203661
1.40625	0.0937806082957176	0.245060539245526	-0.245060539245526
1.421875	0.134037556512909	0.241261227737844	-0.241261227737844
1.4375	0.167952581855381	0.237520819095458	-0.237520819095458
1.453125	0.194429523884305	0.233838400114085	-0.233838400114085
1.46875	0.21268914510394	0.230213071747361	-0.230213071747361
1.484375	0.222289048961173	0.226643948887348	-0.226643948887348
1.5	0.22313016014843	0.22313016014843	-0.22313016014843
1.515625	0.215449933913308	0.219670847654575	-0.219670847654575
1.53125	0.199802961229272	0.216265166829887	-0.216265166829887
1.546875	0.177030096054847	0.212912286192404	-0.212912286192404
1.5625	0.14821763326846	0.209611387151098	-0.209611387151098
1.578125	0.114648397647022	0.206361663806017	-0.206361663806017
1.59375	0.0777468549978206	0.203162322751532	-0.203162322751532
1.609375	0.0390205192018494	0.200012582882626	-0.200012582882626
1.625	-1.93044863418769E-16	0.196911675204194	-0.196911675204194
1.640625	-0.0378199840369545	0.193858842643295	-0.193858842643295
1.65625	-0.0730364111776175	0.190853339864316	-0.190853339864316
1.671875	-0.104388553973231	0.187894433087002	-0.187894433087002
1.6875	-0.130801602267835	0.184981399907304	-0.184981399907304
1.703125	-0.151421865453297	0.182113529121014	-0.182113529121014
1.71875	-0.165642472757736	0.179290120550119	-0.179290120550119
1.734375	-0.173118885399159	0.176510484871862	-0.176510484871862
1.75	-0.173773943450445	0.173773943450445	-0.173773943450445
1.765625	-0.167792577244367	0.171079828171343	-0.171079828171343
1.78125	-0.155606702665343	0.168427481278184	-0.168427481278184
1.796875	-0.137871177434721	0.165816255212168	-0.165816255212168
1.8125	-0.115432008854467	0.163245512453958	-0.163245512453958
1.828125	-0.0892882618653824	0.160714625368044	-0.160714625368044
1.84375	-0.0605493115536416	0.158222976049498	-0.158222976049498
1.859375	-0.0303892109102531	0.155769956173123	-0.155769956173123
1.875	-4.13262744302377E-16	0.153354966844928	-0.153354966844928
1.890625	0.0294542331837282	0.150977418455915	-0.150977418455915
1.90625	0.0568808142178536	0.148636730538123	-0.148636730538123
1.921875	0.0812978875780442	0.146332331622915	-0.146332331622915
1.9375	0.101868390273185	0.144063659101453	-0.144063659101453
1.953125	0.117927467389161	0.141830159087343	-0.141830159087343
1.96875	0.129002487493609	0.139631286281399	-0.139631286281399
1.984375	0.134825123513314	0.137466503838519	-0.137466503838519
2	0.135335283236613	0.135335283236613	-0.135335283236613
2.015625	0.130676990551482	0.133237104147563	-0.133237104147563
2.03125	0.121186621886928	0.131171454310194	-0.131171454310194
2.046875	0.107374180949137	0.129137829405204	-0.129137829405204
2.0625	0.0898985388873642	0.127135732932036	-0.127135732932036
2.078125	0.0695377682598445	0.12516467608766	-0.12516467608766
2.09375	0.0471558512524106	0.123224177647237	-0.123224177647237
2.109375	0.0236671412538272	0.121313763846627	-0.121313763846627
2.125	-8.7835954004463E-17	0.11943296826672	-0.11943296826672
2.140625	-0.0229389798682552	0.117581331719565	-0.117581331719565
2.15625	-0.0442988226546035	0.115758402136263	-0.115758402136263
2.171875	-0.0633148585078319	0.11396373445659	-0.11396373445659
2.1875	-0.0793351821149796	0.112196890520344	-0.112196890520344
2.203125	-0.091842003948306	0.110457438960364	-0.110457438960364
2.21875	-0.100467238278181	0.108744955097221	-0.108744955097221
2.234375	-0.105001911769868	0.107059020835527	-0.107059020835527
2.25	-0.105399224561864	0.105399224561864	-0.105399224561864
2.265625	-0.101771342570909	0.103765161044288	-0.103765161044288
2.28125	-0.0943802360233178	0.102156431333394	-0.102156431333394
2.296875	-0.0836230962048387	0.100572642664914	-0.100572642664914
2.3125	-0.0700130524824544	0.0990134083638263	-0.0990134083638263
2.328125	-0.0541560683738048	0.0974783477499485	-0.0974783477499485
2.34375	-0.0367250138817761	0.0959670860449985	-0.0959670860449985
2.359375	-0.0184319881415422	0.0944792542810924	-0.0944792542810924
2.375	-2.73437751833358E-16	0.0930144892106635	-0.0930144892106635
2.390625	0.0178648954842564	0.0915724332177762	-0.0915724332177762
2.40625	0.0344999577725465	0.0901527342308164	-0.0901527342308164
2.421875	0.0493096613859547	0.0887550456365342	-0.0887550456365342
2.4375	0.0617863019562586	0.0873790261954204	-0.0873790261954204
2.453125	0.0715266245937878	0.0860243399583936	-0.0860243399583936
2.46875	0.0782439638440691	0.0846906561847805	-0.0846906561847805
2.484375	0.0817755711103676	0.0833776492615664	-0.0833776492615664
2.5	0.0820849986238988	0.0820849986238988	-0.0820849986238988
2.515625	0.079259601288452	0.0808123886768222	-0.0808123886768222
2.53125	0.0735034017214239	0.0795595087182277	-0.0795595087182277
2.546875	0.065125732807184	0.0783260528629959	-0.0783260528629959
2.5625	0.0545262200985551	0.0771117199683167	-0.0771117199683167
2.578125	0.0421767884575879	0.0759162135601666	-0.0759162135601666
2.59375	0.0286014695694352	0.0747392417609257	-0.0747392417609257
2.609375	0.0143548467981957	0.0735805172181172	-0.0735805172181172
2.625	-3.55331617821167E-17	0.0724397570342515	-0.0724397570342515
2.640625	-0.0139131945926276	0.071316682697758	-0.071316682697758
2.65625	-0.0268685941291896	0.070211020014988	-0.070211020014988
2.671875	-0.0384024029003673	0.0691224990432711	-0.0691224990432711
2.6875	-0.0481192203466205	0.0680508540250102	-0.0680508540250102
2.703125	-0.0557049912440963	0.0669958233227977	-0.0669958233227977
2.71875	-0.0609364603123716	0.0659571493555382	-0.0659571493555382
2.734375	-0.0636868788168656	0.0649345785355609	-0.0649345785355609
2.75	-0.0639278612067076	0.0639278612067076	-0.0639278612067076
2.765625	-0.0617274395493737	0.0629367515833799	-0.0629367515833799
2.78125	-0.0572445068190569	0.061961007690532	-0.061961007690532
2.796875	-0.0507199717083339	0.0610003913045934	-0.0610003913045934
2.8125	-0.0424650629106783	0.0600546678953079	-0.0600546678953079
2.828125	-0.0328473158782063	0.0591236065684738	-0.0591236065684738
2.84375	-0.0222748468976693	0.058206980009572	-0.058206980009572
2.859375	-0.011179565927305	0.0573045644282686	-0.0573045644282686
2.875	-1.79665892588717E-16	0.0564161395037774	-0.0564161395037774
2.890625	0.010835606843763	0.0555414883310689	-0.0555414883310689
2.90625	0.0209252821478404	0.0546803973679148	-0.0546803973679148
2.921875	0.0299078214506298	0.053832656382752	-0.053832656382752
2.9375	0.0374752864867336	0.0529980584033558	-0.0529980584033558
2.953125	0.0433830908018881	0.0521763996663083	-0.0521763996663083
2.96875	0.0474573630088747	0.0513674795672507	-0.0513674795672507
2.984375	0.0495993910939487	0.0505711006119065	-0.0505711006119065
3	0.0497870683678639	0.0497870683678639	-0.0497870683678639
3.015625	0.0480733782580451	0.0490151914171067	-0.0490151914171067
3.03125	0.044582066737218	0.0482552813092796	-0.0482552813092796
3.046875	0.03950075368381	0.0475071525156795	-0.0475071525156795
3.0625	0.0330718242480129	0.046770622383959	-0.046770622383959
3.078125	0.025581515327741	0.046045511093533	-0.046045511093533
3.09375	0.0173476682067003	0.0453316416116763	-0.0453316416116763
3.109375	0.00870665469858341	0.0446288396503014	-0.0446288396503014
3.125	-1.07908624408436E-17	0.0439369336234074	-0.0439369336234074
3.140625	-0.00843877909497668	0.0432557546051877	-0.0432557546051877
3.15625	-0.0162966261227283	0.0425851362887876	-0.0425851362887876
3.171875	-0.0232922347657101	0.0419249149457011	-0.0419249149457011
3.1875	-0.0291857824616933	0.0412749293857975	-0.0412749293857975
3.203125	-0.0337867850885682	0.0406350209179675	-0.0406350209179675
3.21875	-0.0369598314738155	0.0400050333113793	-0.0400050333113793
3.234375	-0.038628044623832	0.0393848127573356	-0.0393848127573356
3.25	-0.038774207831722	0.038774207831722	-0.038774207831722
3.265625	-0.0374395846322533	0.0381730694580375	-0.0381730694580375
3.28125	-0.0347205484858869	0.0375812508709979	-0.0375812508709979
3.296875	-0.0307632179008618	0.0369986075807038	-0.0369986075807038
3.3125	-0.0257563626219522	0.0364249973373642	-0.0364249973373642
3.328125	-0.0199229041693977	0.0358602800965666	-0.0358602800965666
3.34375	-0.0135103775838413	0.0353043179850858	-0.0353043179850858
3.359375	-0.00678074949718921	0.0347569752672229	-0.0347569752672229
3.375	-1.17353617379756E-16	0.034218118311666	-0.034218118311666
3.390625	0.00657212776733432	0.0336876155588647	-0.0336876155588647
3.40625	0.0126918251858026	0.0331653374889103	-0.0331653374889103
3.421875	0.0181400106750181	0.0326511565899141	-0.0326511565899141
3.4375	0.0227299102357185	0.0321449473268761	-0.0321449473268761
3.453125	0.0263131746844422	0.031646586111036	-0.031646586111036
3.46875	0.0287843456939947	0.0311559512696998	-0.0311559512696998
3.484375	0.0300835514015576	0.0306729230165336	-0.0306729230165336
3.5	0.0301973834223185	0.0301973834223185	-0.0301973834223185
3.515625	0.029157977829467	0.0297292163861588	-0.0297292163861588
3.53125	0.0270403903494775	0.0292683076071361	-0.0292683076071361
3.546875	0.0239584181909875	0.0288145445564038	-0.0288145445564038
3.5625	0.0200590753790475	0.0283678164497131	-0.0283678164497131
3.578125	0.0155159733681836	0.027928014220366	-0.027928014220366
3.59375	0.0105218926418858	0.0274950304925867	-0.0274950304925867
3.609375	0.0052808530182219	0.0270687595553066	-0.0270687595553066
3.625	-1.80581307667839E-20	0.0266490973363555	-0.0266490973363555
3.640625	-0.00511837825164538	0.0262359413770523	-0.0262359413770523
3.65625	-0.00988440339330855	0.0258291908071908	-0.0258291908071908
3.671875	-0.0141274545186277	0.0254287463204121	-0.0254287463204121
3.6875	-0.0177020718907202	0.0250345101499601	-0.0250345101499601
3.703125	-0.0204927210493382	0.0246463860448115	-0.0246463860448115
3.71875	-0.022417270966681	0.0242642792461767	-0.0242642792461767
3.734375	-0.0234290933891019	0.0238880964643653	-0.0238880964643653
3.75	-0.0235177458560091	0.0235177458560091	-0.0235177458560091
3.765625	-0.0227082559663676	0.0231531370016397	-0.0231531370016397
3.78125	-0.0210590771787295	0.0227941808836123	-0.0227941808836123
3.796875	-0.0186588348482932	0.0224407898643731	-0.0224407898643731
3.8125	-0.0156220236128905	0.0220928776650624	-0.0220928776650624
3.828125	-0.0120838522092564	0.0217503593444503	-0.0217503593444503
3.84375	-0.00819445822889402	0.0214131512781987	-0.0214131512781987
3.859375	-0.00411273246587629	0.0210811711384444	-0.0210811711384444
3.875	-7.62617457749093E-17	0.0207543378736997	-0.0207543378736997
3.890625	0.003986196990437	0.0204325716890638	-0.0204325716890638
3.90625	0.00769798110290228	0.0201157940267409	-0.0201157940267409
3.921875	0.011002472641913	0.0198039275468611	-0.0198039275468611
3.9375	0.0137863874504793	0.019496896108598	-0.019496896108598
3.953125	0.0159597472004885	0.0191946247515793	-0.0191946247515793
3.96875	0.0174585881831751	0.0188970396775857	-0.0188970396775857
3.984375	0.0182465962780856	0.0186040682325329	-0.0186040682325329
